1;a,ai
2;a,ae,ai,ay
3;o,a,ua,ah
4;b,bb
5;t,ch
6;d,dd
7;a,e,ue,ea
8;ee,y,e,ui,i,ey,ea,ie
9;a,o,e,i,u,ia,ou,ue,io
10;f,ph,ff
11;g,gg
12;h
13;wh
14;i,e,ea,ie,a,ee,ui
15;i,y,ui,eye,igh
16;g,dg,j
17;ck,c,ch,cq,k,q
18;l,ll
19;m
20;n,nn
21;ng,n
22;o,ow,oa
23;o,au,a,aw
24;oi
25;u
26;ew,u,oo,ou,eu
27;ou,ow
28;p,pp
29;r,rr
30;s,ss,c,sc
31;t,sc,sh
32;t,tt
33;th
34;th
35;u
36;u,e,i,ea
37;v
38;u,w
39;i,j,y
40;u
41;u
42;z,s,x
43;null
44;le,ol
45;en
